identifier,alternative_identifiers,country,continent,region,culture,epoch,group,comment,latitude,longitude,sex,site,site_detail,mt_hg,ychr_hg,year_from,year_to,date_detail,bp,c14_lab_code,reference_name,reference_link,data_link,c14_sample_tag,c14_layer_tag,ychr_snps,avg_coverage,sequence_source,mitopatho_alleles,mitopatho_positions,mitopatho_locus,mitopatho_diseases,mitopatho_statuses,mitopatho_homoplasms,mitopatho_heteroplasms
I6746,none,United Kingdom,Europe,"England, Somerset, Burrington Combe, Aveline's Hole",England_N_noUDG.SG,Neolithic,none,none,51.324706,-2.753248,F,England_N_noUDG.SG,none,U5b1,n/a (female),3697 calBCE,3384 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6747,none,United Kingdom,Europe,"England, Derbyshire, Brassington, Carsington Pasture Cave",England_N_noUDG.SG,Neolithic,none,none,53.079803,-1.640942,M,England_N_noUDG.SG,none,J1c1,I2a2a1a1a,3645 calBCE,3526 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6750,none,United Kingdom,Europe,"England, Wiltshire, Salisbury, Fussell's Lodge",England_N_noUDG.SG,Neolithic,none,none,51.091224,-1.72751,M,England_N_noUDG.SG,none,..,..,3800 BCE,3600 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6751,none,United Kingdom,Europe,"England, Wiltshire, Salisbury, Fussell's Lodge",England_N_noUDG.SG,Neolithic,none,none,51.091224,-1.72751,F,England_N_noUDG.SG,none,..,n/a (female),3800 BCE,3600 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6753,none,United Kingdom,Europe,"England, Kent, Trottiscliffe, Coldrum",England_N_noUDG.SG,Neolithic,none,none,51.321578,0.372682,M,England_N_noUDG.SG,none,K1,I2a2a1a1a,3730 BCE,2980 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6755,none,United Kingdom,Europe,"England, North Yorkshire, Ha Cave, Giggleswick Scar",England_N_noUDG.SG,Neolithic,none,none,54.074439,-2.287284,M,England_N_noUDG.SG,none,K1a2,I2a2a1,3644 calBCE,3527 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6760,none,United Kingdom,Europe,"England, Gloucestershire, Hampnett, Burn Ground",England_N_noUDG.SG,Neolithic,none,none,51.843407,-1.850443,M,England_N_noUDG.SG,none,U5b2,I2a2a1a1a2,3946 calBCE,3710 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6762,none,United Kingdom,Europe,"England, Gloucestershire, Chipping Norton, Upper Swell",England_N_noUDG.SG,Neolithic,none,none,51.56105,-1.445923,M,England_N_noUDG.SG,none,..,..,4000 BCE,3500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12439,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic,none,K1b1a,I2a1b1a1a1,3950 BCE,3350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12440,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic_son.I30300.son.I30302.brother.I30299,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic_son.I30300.son.I30302.brother.I30299,none,K2b1,I2a1b1a1a1,3950 BCE,3350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13888,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic_son.I12437.brother.I21393.I30302,Neolithic,none,none,51.861211,-1.883011,F,England_N_Megalithic_son.I12437.brother.I21393.I30302,none,K1b1a,n/a (female),3950 BCE,3350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13889,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,F,England_N_Megalithic,none,K1b1a1d,n/a (female),3751 calBCE,3636 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13890,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic,none,T2e1,..,3950 BCE,3350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13891,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic,none,U5b1+16189+@16192,..,3640 calBCE,3528 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13892,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic,none,T2e1,I2a1b1a1a1,3932 calBCE,3637 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13893,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic,none,K1a4,I2a1b1a1a1,3653 calBCE,3380 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13896,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic_sister.I21395.daughter.I30332,Neolithic,none,none,51.861211,-1.883011,F,England_N_Megalithic_sister.I21395.daughter.I30332,none,J1c1b1,n/a (female),3632 calBCE,3380 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13897,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic,none,V,..,3950 BCE,3350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13898,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic_son.I30334,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic_son.I30334,none,K1a3a1,..,3764 calBCE,3521 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13899,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic,none,U3a1,..,3950 BCE,3350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20821,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic,none,H5,..,3632 calBCE,3380 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I30293,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,F,England_N_Megalithic,none,U5b1+16189,n/a (female),3750 BCE,3500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I30299,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic_son.I30300.son.I30302.brother.I12440,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic_son.I30300.son.I30302.brother.I12440,none,K2b1,..,3750 BCE,3500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I30302,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic_son.I12437.brother.I13888.I21393,Neolithic,none,none,51.861211,-1.883011,F,England_N_Megalithic_son.I12437.brother.I13888.I21393,none,K2b1,n/a (female),3750 BCE,3500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13895,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic_father.I20821.son.I21390,Neolithic,none,none,51.861211,-1.883011,M,England_N_Megalithic_father.I20821.son.I21390,none,U8b1b,..,3950 BCE,3350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I21390,none,United Kingdom,Europe,"England, Gloucestershire, Cheltenham, Hazleton North",England_N_Megalithic,Neolithic,none,none,51.861211,-1.883011,F,England_N_Megalithic,none,U8b1b,n/a (female),3761 calBCE,3637 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2611,none,United Kingdom,Europe,"England, Blaydon, Tyne and Wear, Summerhill",England_N_o,Neolithic,none,none,54.97,-1.73,M,England_N_o,none,U5a2d1,R1b1a1b1a1a2c1,3092 calBCE,2905 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3035,none,United Kingdom,Europe,"England, North Yorkshire, Ingleborough Hill, Fox Holes Cave",England_N_o,Neolithic,none,none,54.165855,-2.397734,M,England_N_o,none,..,R1b1a1b1a1a1c1a2b,4000 BCE,3500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6748,none,United Kingdom,Europe,"England, Somerset, Mendip, Hay Wood Cave",England_N_o,Neolithic,none,none,51.31951,-2.94847,M,England_N_o,none,H,CT,3956 calBCE,3769 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3019,none,United Kingdom,Europe,"England, Somerset, Cheddar, Totty Pot",England_N_oSteppe,Neolithic,none,none,51.279,-2.743324,M,England_N_oSteppe,none,H4a1a+195,R1b1a1b,4000 BCE,2400 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5387,none,United Kingdom,Europe,"England, Wiltshire, Avebury, West Kennet",England_N.SG,Neolithic,none,none,51.243083,-1.51039,M,England_N.SG,none,U5a,I2a2a1,3300 BCE,2500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6746,none,United Kingdom,Europe,"England, Somerset, Burrington Combe, Aveline's Hole",England_N.SG,Neolithic,none,none,51.324706,-2.753248,F,England_N.SG,none,U5b1,n/a (female),3697 calBCE,3384 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6747,none,United Kingdom,Europe,"England, Derbyshire, Brassington, Carsington Pasture Cave",England_N.SG,Neolithic,none,none,53.079803,-1.640942,M,England_N.SG,none,J1c1,I2a2a1a1a,3645 calBCE,3526 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6750,none,United Kingdom,Europe,"England, Wiltshire, Salisbury, Fussell's Lodge",England_N.SG,Neolithic,none,none,51.091224,-1.72751,M,England_N.SG,none,..,..,3800 BCE,3600 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6751,none,United Kingdom,Europe,"England, Wiltshire, Salisbury, Fussell's Lodge",England_N.SG,Neolithic,none,none,51.091224,-1.72751,F,England_N.SG,none,..,n/a (female),3800 BCE,3600 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6753,none,United Kingdom,Europe,"England, Kent, Trottiscliffe, Coldrum",England_N.SG,Neolithic,none,none,51.321578,0.372682,M,England_N.SG,none,K1,I2a2a1a1a,3730 BCE,2980 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6755,none,United Kingdom,Europe,"England, North Yorkshire, Ha Cave, Giggleswick Scar",England_N.SG,Neolithic,none,none,54.074439,-2.287284,M,England_N.SG,none,K1a2,I2a2a1,3644 calBCE,3527 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6757,none,United Kingdom,Europe,"England, North Yorkshire, Attermire Scar, Jubilee Cave",England_N.SG,Neolithic,none,none,54.081683,-2.27362,M,England_N.SG,none,J1c,I2a2a1a1a2,3642 calBCE,3378 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6759,none,United Kingdom,Europe,"England, North Yorkshire, Kelco Cave, Giggleswick Scar",England_N.SG,Neolithic,none,none,54.0744391,-2.2872841,M,England_N.SG,none,..,..,3641 calBCE,3526 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6760,none,United Kingdom,Europe,"England, Gloucestershire, Hampnett, Burn Ground",England_N.SG,Neolithic,none,none,51.843407,-1.850443,M,England_N.SG,none,U5b2,I2a2a1a1a2,3946 calBCE,3710 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6761,none,United Kingdom,Europe,"England, Sussex, Brighton, Whitehawk",England_N.SG,Neolithic,none,none,50.828981,-0.112825,F,England_N.SG,none,..,n/a (female),3650 BCE,3500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6762,none,United Kingdom,Europe,"England, Gloucestershire, Chipping Norton, Upper Swell",England_N.SG,Neolithic,none,none,51.56105,-1.445923,M,England_N.SG,none,..,..,4000 BCE,3500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5950,none,Ethiopia,Africa,"Gamo Highlands, Mota Cave",Ethiopia_4500BP,Ethiopia_4500BP,none,none,6.797495,38.207852,M,Ethiopia_4500BP,none,L3x2a,..,2576 calBCE,2465 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5950,none,Ethiopia,Africa,"Gamo Highlands, Mota Cave",Ethiopia_4500BP.DG,Ethiopia_4500BP.DG,none,none,6.797495,38.207852,M,Ethiopia_4500BP.DG,none,L3x2a,..,2576 calBCE,2465 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5950,none,Ethiopia,Africa,"Gamo Highlands, Mota Cave",Ethiopia_4500BP.SG,Ethiopia_4500BP.SG,none,none,6.797495,38.207852,M,Ethiopia_4500BP.SG,none,L3x2a,..,2576 calBCE,2465 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16791,none,France,Europe,"Morbihan, Quiberon, Beg-er-Vil",France_BA,Bronze Age,none,none,47.530731,-3.138309,M,France_BA,none,R1a1a,..,1881 calBCE,1691 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16792,none,France,Europe,"Morbihan, Quiberon, Beg-er-Vil",France_BA_Protohistoric_1d.rel.I16791,Bronze Age,none,none,47.530731,-3.138309,F,France_BA_Protohistoric_1d.rel.I16791,none,R1a1a,n/a (female),1950 BCE,1650 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16184,none,France,Europe,"Salonnes, Burthecourt",France_BA_GalloRoman,Bronze Age,none,none,48.781655,6.48666,M,France_BA_GalloRoman,none,H17,..,2000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I1391,none,France,Europe,"Haut-Rhin, Rouffach",France_BellBeaker,Bronze Age,none,none,47.57,7.18,F,France_BellBeaker,none,J1c4,n/a (female),2400 calBCE,2058 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2575,none,France,Europe,"Forcalquier, La Fare",France_BellBeaker,Bronze Age,none,none,43.9655,5.8126,M,France_BellBeaker,none,K1c1,..,2471 calBCE,2209 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I1389,none,France,Europe,"Haut-Rhin, Sierentz, Les Villas d'Aurele",France_BellBeaker_1d.rel.I1390,Bronze Age,none,none,47.39,7.271,M,France_BellBeaker_1d.rel.I1390,none,X2b4a,..,2553 calBCE,2302 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10342,none,France,Europe,"Lauzet-Ubaye, Villard",France_EBA,Bronze Age,none,none,44.476,6.369,M,France_EBA,none,W6,..,1882 calBCE,1687 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10343,none,France,Europe,"Lauzet-Ubaye, Villard",France_EBA,Bronze Age,none,none,44.476,6.369,F,France_EBA,none,J1c5,n/a (female),1886 calBCE,1644 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10347,none,France,Europe,"Lauzet-Ubaye, Villard",France_EBA,Bronze Age,none,none,44.476,6.369,M,France_EBA,none,T1a,..,1684 calBCE,1503 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10348,none,France,Europe,"Lauzet-Ubaye, Villard",France_EBA,Bronze Age,none,none,44.476,6.369,M,France_EBA,none,H1e,..,1874 calBCE,1544 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I15028,none,France,Europe,"Morbihan, Quiberon, Port Blanc",France_EBA,Bronze Age,none,none,47.523479,-3.154599,F,France_EBA,none,J1c2e,n/a (female),2437 calBCE,2147 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I15033,none,France,Europe,"Morbihan, Quiberon, Port Blanc",France_EBA,Bronze Age,none,none,47.523479,-3.154599,M,France_EBA,none,T1a1,..,1891 calBCE,1743 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10345,none,France,Europe,"Lauzet-Ubaye, Villard",France_EBA_BellBeaker_oEEF,Bronze Age,none,none,44.476,6.369,F,France_EBA_BellBeaker_oEEF,none,H1e1a,n/a (female),2463 calBCE,2208 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16247,none,France,Europe,"Meurthe-et-Moselle (54), Martincourt",France_GrandEst_EBA,Bronze Age,none,none,48.8475,5.9472,M,France_GrandEst_EBA,none,U5b3b,..,2840 calBCE,2473 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19356,none,France,Europe,"Marne, Chemin de Coupetz, Faux Vesigneul",France_GrandEst_IA2,Iron Age,none,none,48.80181,4.27874,M,France_GrandEst_IA2,none,H1,..,300 BCE,200 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19357,none,France,Europe,"Marne, Chemin de Coupetz, Faux Vesigneul",France_GrandEst_IA2,Iron Age,none,none,48.80181,4.27874,F,France_GrandEst_IA2,none,H5,n/a (female),300 BCE,200 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19358,none,France,Europe,"Marne, Chemin de Coupetz, Faux Vesigneul",France_GrandEst_IA2,Iron Age,none,none,48.80181,4.27874,M,France_GrandEst_IA2,none,H1,..,300 BCE,200 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19359,none,France,Europe,"Marne, Chemin de Coupetz, Faux Vesigneul",France_GrandEst_IA2,Iron Age,none,none,48.80181,4.27874,M,France_GrandEst_IA2,none,K1a4a1,..,300 BCE,200 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19362,none,France,Europe,"Marne, Chemin de Coupetz, Faux Vesigneul",France_GrandEst_IA2,Iron Age,none,none,48.80181,4.27874,F,France_GrandEst_IA2,none,K1b2a,n/a (female),300 BCE,200 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20813,none,France,Europe,"Marne, Chemin de Coupetz, Faux-Vesigneul",France_GrandEst_IA2,Iron Age,none,none,48.80181,4.27874,F,France_GrandEst_IA2,none,J1c2o,n/a (female),300 BCE,200 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
